"Title","Place[Label]","Place[DBpedia abstract]","Place[DBpedia Page]","Place[Wikipedia Page]","Place[City]","Place[Town]","Place[County]","Place[State]","Place[Region]","Place[Country]","Place[Contained In County]","Place[Contained In State]","Place[Contained In Region]","Place[Contained In Country]","Place[Type of Place]","Place[Freebase Link]","Place[Yago Link]","Place[Geonames Link]","Place[Linkedgeodata Link]","Place[Rdfabout Link]","Place[Homepage]","Place[Latitude]","Place[Longitude]","Place[Coordinates]","Place[Location Source Information]","Free Text"
"Al.","Alabama, USA",,,,,,,"Alabama",,"United States",,,,,,,,,,,,,,"32.3182314, -86.902298",,
"AL","Alabama, USA",,,,,,,"Alabama",,"United States",,,,,,,,,,,,,,"32.3182314, -86.902298",,
"Ala.","Khartoum, Sudan",,"http://dbpedia.org/resource/Khartoum","http://en.wikipedia.org/wiki/Khartoum","Khartoum",,"Khartoum","Khartoum",,"Sudan",,,,,,"http://rdf.freebase.com/ns/m/04d_m","http://mpii.de/yago/resource/Khartoum","http://sws.geonames.org/379252/","http://linkedgeodata.org/triplify/node/312311583#id",,,,,"15.550101, 32.532241",,
"Alabama","Alabama, USA",,,,,,,"Alabama",,"United States",,,,,,,,,,,,,,"32.3182314, -86.902298",,
"Alabama, United States","Alabama, USA",,,,,,,"Alabama",,"United States",,,,,,,,,,,,,,"32.3182314, -86.902298",,
"Alabama, USA","Alabama, USA",,,,,,,"Alabama",,"United States",,,,,,,,,,,,,,"32.3182314, -86.902298",,
"Alameda, Alameda, California, United States","Alameda, CA, USA",,"http://dbpedia.org/resource/Alameda,_California","http://en.wikipedia.org/wiki/Alameda,_California","Alameda",,"Alameda","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0135g","http://mpii.de/yago/resource/Alameda,_California",,,,,,,"37.7652065, -122.2416355",,
"Alameda, California, United States","Alameda, CA, USA",,"http://dbpedia.org/resource/Alameda,_California","http://en.wikipedia.org/wiki/Alameda,_California","Alameda",,"Alameda","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0135g","http://mpii.de/yago/resource/Alameda,_California",,,,,,,"37.7652065, -122.2416355",,
"Alapayevsk,Ural Mts.,,Russia","Alapayevsk, Sverdlovsk Oblast, Russia",,,,"Alapayevsk",,,"Sverdlovsk Oblast",,"Russian Federation",,,,,,,,,,,,,,"57.85, 61.7",,
"Alaska","Alaska, USA",,,,,,,"Alaska",,"United States",,,,,,,,,,,,,,"64.2008413, -149.4936733",,
"Albany, Albany, New York, United States","Albany, NY, USA",,"http://dbpedia.org/resource/Albany,_New_York","http://en.wikipedia.org/wiki/Albany,_New_York","Albany",,"Albany","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dq16","http://mpii.de/yago/resource/Albany,_New_York",,,,,,,"42.6525793, -73.7562317",,
"Albany, Del, Indiana, United States","Del Park Terrace, Louisville, KY 40211, USA",,,,"Louisville",,"Jefferson","Kentucky",,"United States",,,,,,,,,,,,,,"38.2537962, -85.8134881",,
"Albany, GA","Albany, GA, USA",,"http://dbpedia.org/resource/Albany,_Georgia","http://en.wikipedia.org/wiki/Albany,_Georgia","Albany",,"Dougherty","Georgia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0rw2x","http://mpii.de/yago/resource/Albany,_Georgia",,,,,,,"31.5785074, -84.155741",,
"Albany, New York","Albany, NY, USA",,"http://dbpedia.org/resource/Albany,_New_York","http://en.wikipedia.org/wiki/Albany,_New_York","Albany",,"Albany","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dq16","http://mpii.de/yago/resource/Albany,_New_York",,,,,,,"42.6525793, -73.7562317",,
"Albany, NY","Albany, NY, USA",,"http://dbpedia.org/resource/Albany,_New_York","http://en.wikipedia.org/wiki/Albany,_New_York","Albany",,"Albany","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0dq16","http://mpii.de/yago/resource/Albany,_New_York",,,,,,,"42.6525793, -73.7562317",,
"Albany, Randolph, Indiana, USA","Albany, IN, USA",,"http://dbpedia.org/resource/Albany,_Indiana","http://en.wikipedia.org/wiki/Albany,_Indiana","Albany",,"Delaware","Indiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sl14","http://mpii.de/yago/resource/Albany,_Indiana",,,,,,,"40.3008764, -85.2419144",,
"Albemarle, Chowan, North Carolina, United States","Albemarle Sound, North Carolina, USA",,,,,,,"North Carolina",,"United States",,,,,,,,,,,,,,"36.0786612, -75.946324",,
"Albemarle County, Virginia","Albemarle, VA, USA",,,,,,"Albemarle","Virginia",,"United States",,,,,,,,,,,,,,"38.0567092, -78.6114999",,
"Albemarle Co., Va.","Albemarle, VA, USA",,,,,,"Albemarle","Virginia",,"United States",,,,,,,,,,,,,,"38.0567092, -78.6114999",,
"Albemarle Co., VA","Albemarle, VA, USA",,,,,,"Albemarle","Virginia",,"United States",,,,,,,,,,,,,,"38.0567092, -78.6114999",,
"Albemarle, Kanawha, Virginia, United States","Kanawha Ct, Lake Monticello, VA 22963, USA",,"http://dbpedia.org/resource/Lake_Monticello,_Virginia","http://en.wikipedia.org/wiki/Lake_Monticello,_Virginia","Lake Monticello",,"Fluvanna","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010md3","http://mpii.de/yago/resource/Lake_Monticello,_Virginia",,,,,,,"37.9275876, -78.3302771",,
"Albemarle, Stanly, North Carolina, United States","Albemarle, NC, USA",,"http://dbpedia.org/resource/Albemarle,_North_Carolina","http://en.wikipedia.org/wiki/Albemarle,_North_Carolina","Albemarle",,"Stanly","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0ykxv","http://mpii.de/yago/resource/Albemarle,_North_Carolina",,,,,,,"35.3501426, -80.2000578",,
"Albemarle, Surry, Virginia, United States","Surrey Rd, Charlottesville, VA 22901, USA",,"http://dbpedia.org/resource/Charlottesville,_Virginia","http://en.wikipedia.org/wiki/Charlottesville,_Virginia","Charlottesville",,"Albemarle","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0mp3l","http://mpii.de/yago/resource/Charlottesville,_Virginia",,,,,,,"38.0582037, -78.5077019",,
"Albemarle, Virginia, United States","Albemarle, VA, USA",,,,,,"Albemarle","Virginia",,"United States",,,,,,,,,,,,,,"38.0567092, -78.6114999",,
"Albermarle Co., VA","Albermarle, Bluefield, WV 24701, USA",,"http://dbpedia.org/resource/Bluefield,_West_Virginia","http://en.wikipedia.org/wiki/Bluefield,_West_Virginia","Bluefield",,"Mercer","West Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010xv6",,,,,,,,"37.252935, -81.223462",,
"Alberta ?","Alberta, Canada",,,,,,,"Alberta",,"Canada",,,,,,,,,,,,,,"53.9332706, -116.5765035",,
"Albion, Indiana","Albion, IN 46701, USA",,"http://dbpedia.org/resource/Albion,_Indiana","http://en.wikipedia.org/wiki/Albion,_Indiana","Albion",,"Noble","Indiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sp39","http://mpii.de/yago/resource/Albion,_Indiana",,,,,,,"41.3956043, -85.4244241",,
"Albion, Noble county, IN","Albion, IN 46701, USA",,"http://dbpedia.org/resource/Albion,_Indiana","http://en.wikipedia.org/wiki/Albion,_Indiana","Albion",,"Noble","Indiana",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sp39","http://mpii.de/yago/resource/Albion,_Indiana",,,,,,,"41.3956043, -85.4244241",,
"Alblemarle, Virginia, United States","Albemarle, VA, USA",,,,,,"Albemarle","Virginia",,"United States",,,,,,,,,,,,,,"38.0567092, -78.6114999",,
"Alderley, Cheshire, , England","Alderley, Cheshire East SK10, UK",,,,"Alderley",,"Cheshire East","England",,"United Kingdom",,,,,,,,,,,,,,"53.283333, -2.233333",,
"Aldersgate, London, England","Aldersgate, City of London, London, Greater London EC1A 4LX, UK",,"http://dbpedia.org/resource/London","http://en.wikipedia.org/wiki/London","London",,"Greater London",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/04jpl","http://mpii.de/yago/resource/London","http://sws.geonames.org/2643743/","http://linkedgeodata.org/triplify/node/107775#id",,,,,"51.5207349, -0.0970512",,
"Aldersted, Surrey, England","Alderstead Ln, Redhill, Surrey RH1, UK",,,,,,"Surrey","England",,"United Kingdom",,,,,,,,,,,,,,"51.2773826, -0.1391339",,
"Aldford Castle, Cheshire, , England","Aldford Rd, Chester, Cheshire West and Chester CH2, UK",,,,,,"Cheshire West and Chester",,,"United Kingdom",,,,,,,,,,,,,,"53.2144457, -2.8756417",,
"Aldford, Cheshire, , England","Aldford, Cheshire West and Chester CH3, UK",,"http://dbpedia.org/resource/Aldford","http://en.wikipedia.org/wiki/Aldford","Aldford",,"Cheshire West and Chester","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/01421c","http://mpii.de/yago/resource/Aldford","http://sws.geonames.org/2657536/","http://linkedgeodata.org/triplify/node/12943938#id",,,,,"53.128463, -2.871349",,
"Aldingen","Aldingen, Germany",,"http://dbpedia.org/resource/Aldingen","http://en.wikipedia.org/wiki/Aldingen","Aldingen",,"Freiburg","Baden-Wurttemberg",,"Germany",,,,,,"http://rdf.freebase.com/ns/m/06mxdd",,"http://sws.geonames.org/2958575/","http://linkedgeodata.org/triplify/node/240082375#id",,,,,"48.0928244, 8.70048",,
"Aldingham, Lancashire, England","Aldingham Ct, Morecambe, Lancashire LA4, UK",,"http://dbpedia.org/resource/Morecambe","http://en.wikipedia.org/wiki/Morecambe","Morecambe",,"Lancashire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/02076r","http://mpii.de/yago/resource/Morecambe","http://sws.geonames.org/2642214/","http://linkedgeodata.org/triplify/node/30691908#id",,,,,"54.0613474, -2.8629947",,
"Alexander City, Tallapoosa, Alabama, United States","Alexander City, AL, USA",,"http://dbpedia.org/resource/Alexander_City,_Alabama","http://en.wikipedia.org/wiki/Alexander_City,_Alabama","Alexander City",,"Tallapoosa","Alabama",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0qc30","http://mpii.de/yago/resource/Alexander_City,_Alabama",,,,,,,"32.944012, -85.9538532",,
"Alexander Eastman Hospital, East Derry, Rockingham County, NH","East Derry, Derry, NH 03038, USA",,"http://dbpedia.org/resource/Derry,_New_Hampshire","http://en.wikipedia.org/wiki/Derry,_New_Hampshire","Derry",,"Rockingham","New Hampshire",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01ql9r","http://mpii.de/yago/resource/Derry,_New_Hampshire",,,,,,,"42.8945312, -71.2911738",,
"Alexander Palace,Tsarskoe Selo,,Russia","Alexander Palace, ул. Дворцовая, д. 2, г. Пушкин, Russia, 196601",,,,"г. Пушкин",,"Sankt-Peterburg",,,"Russian Federation",,,,,,,,,,,,,,"59.7208194, 30.3932418",,
"Alexandria, Alexandria, Virginia, United States","Alexandria, VA, USA",,"http://dbpedia.org/resource/Alexandria,_Virginia","http://en.wikipedia.org/wiki/Alexandria,_Virginia","Alexandria",,,"Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013h9","http://mpii.de/yago/resource/Alexandria,_Virginia",,,,,,,"38.8048355, -77.0469214",,
"Alexandria, Fairfax, Virginia, United States","Alexandria, VA, USA",,"http://dbpedia.org/resource/Alexandria,_Virginia","http://en.wikipedia.org/wiki/Alexandria,_Virginia","Alexandria",,,"Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013h9","http://mpii.de/yago/resource/Alexandria,_Virginia",,,,,,,"38.8048355, -77.0469214",,
"Alexandria, Independent Cities, Virginia, United States","Independent Hill Dr, Manassas, VA 20112, USA",,"http://dbpedia.org/resource/Manassas,_Virginia","http://en.wikipedia.org/wiki/Manassas,_Virginia","Manassas",,"Prince William","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0mnj4","http://mpii.de/yago/resource/Manassas,_Virginia",,,,,,,"38.642935, -77.4441733",,
"Alexandria, VA","Alexandria, VA, USA",,"http://dbpedia.org/resource/Alexandria,_Virginia","http://en.wikipedia.org/wiki/Alexandria,_Virginia","Alexandria",,,"Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/013h9","http://mpii.de/yago/resource/Alexandria,_Virginia",,,,,,,"38.8048355, -77.0469214",,
"Alexis, NC","Alexis, NC, USA",,"http://dbpedia.org/resource/Alexis,_North_Carolina","http://en.wikipedia.org/wiki/Alexis,_North_Carolina","Alexis",,"Gaston","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/04ct0j8","http://mpii.de/yago/resource/Alexis,_North_Carolina",,,,,,,"35.39972, -81.11806",,
"Alford, Cheshire, , England","England, UK",,,,,,,"England",,"United Kingdom",,,,,,,,,,,,,,"52.3555177, -1.1743197",,
"Alford, Lincolnshire, , England","Alford, Lincolnshire LN13, UK",,"http://dbpedia.org/resource/Alford,_Lincolnshire","http://en.wikipedia.org/wiki/Alford,_Lincolnshire","Alford",,"Lincolnshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/022yyp","http://mpii.de/yago/resource/Alford,_Lincolnshire",,,,,,,"53.263271, 0.183359",,
"Algiers, Africa","Algiers, Algeria",,"http://dbpedia.org/resource/Algiers","http://en.wikipedia.org/wiki/Algiers","Algiers",,,"Algiers",,"Algeria",,,,,,"http://rdf.freebase.com/ns/m/0rtv","http://mpii.de/yago/resource/Algiers","http://sws.geonames.org/2507480/",,,,,,"36.752887, 3.042048",,
"Alglen, Chester Co., Pennsylvania","Pennsylvania, USA",,,,,,,"Pennsylvania",,"United States",,,,,,,,,,,,,,"41.2033216, -77.1945247",,
"Alhollows, London, England","The Hollows, Brentford, Greater London TW8 0DZ, UK",,,,,,"Greater London",,,"United Kingdom",,,,,,,,,,,,,,"51.4875653, -0.2905654",,
"Alix, Alberta","Alix, AB T0C, Canada",,"http://dbpedia.org/resource/Alix,_Alberta","http://en.wikipedia.org/wiki/Alix,_Alberta","Alix",,"Division No. 8","Alberta",,"Canada",,,,,,"http://rdf.freebase.com/ns/m/09yq9z","http://mpii.de/yago/resource/Alix,_Alberta",,,,,,,"52.3994856, -113.1865026",,
"All Angels Protestant Episcopal,West End Av,New York,New York","West End Ave, Brooklyn, NY 11235, USA",,"http://dbpedia.org/resource/New_York","http://en.wikipedia.org/wiki/New_York","New York",,"Kings","New York",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01mf5p","http://mpii.de/yago/resource/New_York",,,"http://www.rdfabout.com/rdf/usgov/geo/us/ny",,,,"40.5792707, -73.9533238",,
"Alleghany Co., Va.","Alleghany, VA, USA",,,,,,"Alleghany","Virginia",,"United States",,,,,,,,,,,,,,"37.8531975, -80.0534923",,
"Alleghany Co., VA","Alleghany, VA, USA",,,,,,"Alleghany","Virginia",,"United States",,,,,,,,,,,,,,"37.8531975, -80.0534923",,
"Alleghany, Virginia, United States","Alleghany, VA, USA",,,,,,"Alleghany","Virginia",,"United States",,,,,,,,,,,,,,"37.8531975, -80.0534923",,
"All SAint's Church, Sunderland","All Saints Church, Monkwearmouth, Sunderland, Tyne and Wear SR6, UK",,"http://dbpedia.org/resource/Sunderland,_Tyne_and_Wear","http://en.wikipedia.org/wiki/Sunderland,_Tyne_and_Wear","Sunderland",,"Tyne and Wear",,,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/01n7rc",,,,,,,,"54.91742, -1.3794757",,
"Alnwick, Northumberland, England","Alnwick, Northumberland NE66, UK",,"http://dbpedia.org/resource/Alnwick","http://en.wikipedia.org/wiki/Alnwick","Alnwick",,"Northumberland","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0ywhw","http://mpii.de/yago/resource/Alnwick","http://sws.geonames.org/2657439/","http://linkedgeodata.org/triplify/node/20919015#id",,,,,"55.412744, -1.706299",,
"Alsace, Berks, Pennsylvania, United States","Alsace, PA, USA",,,,,,"Berks","Pennsylvania",,"United States",,,,,,,,,,,,,,"40.379377, -75.8650148",,
"alstn cumberland","Ervin Alston Rd, Fayetteville, NC 28306, USA",,"http://dbpedia.org/resource/Fayetteville,_North_Carolina","http://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","Fayetteville",,"Cumberland","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yfvf","http://mpii.de/yago/resource/Fayetteville,_North_Carolina",,,,,,,"34.9605482, -78.8411172",,
"alsto cumberland","Ervin Alston Rd, Fayetteville, NC 28306, USA",,"http://dbpedia.org/resource/Fayetteville,_North_Carolina","http://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","Fayetteville",,"Cumberland","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yfvf","http://mpii.de/yago/resource/Fayetteville,_North_Carolina",,,,,,,"34.9605482, -78.8411172",,
"alston cumberland","Ervin Alston Rd, Fayetteville, NC 28306, USA",,"http://dbpedia.org/resource/Fayetteville,_North_Carolina","http://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","Fayetteville",,"Cumberland","North Carolina",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0yfvf","http://mpii.de/yago/resource/Fayetteville,_North_Carolina",,,,,,,"34.9605482, -78.8411172",,
"alstone moor weardale","Weardale Forest, Bishop Auckland, County Durham DL13, UK",,,,,,"County Durham",,,"United Kingdom",,,,,,,,,,,,,,"54.7816843, -2.2775557",,
"Altadena, CA","Altadena, CA, USA",,"http://dbpedia.org/resource/Altadena,_California","http://en.wikipedia.org/wiki/Altadena,_California","Altadena",,"Los Angeles","California",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0q_x5","http://mpii.de/yago/resource/Altadena,_California",,,,,,,"34.1897274, -118.1311819",,
"Altizer Cemetery, Bear Wallow, va.","Virginia, USA",,,,,,,"Virginia",,"United States",,,,,,,,,,,,,,"37.4315734, -78.6568942",,
"Altizer Ridge, Bandy, Va.","Bandy, VA, USA",,,,"Bandy",,"Tazewell","Virginia",,"United States",,,,,,,,,,,,,,"37.142892, -81.7009451",,
"Altona","Altona, IL 61414, USA",,"http://dbpedia.org/resource/Altona,_Illinois","http://en.wikipedia.org/wiki/Altona,_Illinois","Altona",,"Knox","Illinois",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0s9ft","http://mpii.de/yago/resource/Altona,_Illinois",,,,,,,"41.1147593, -90.1645637",,
"Altona, Holstein","S Altona St, Holstein, IA 51025, USA",,"http://dbpedia.org/resource/Holstein,_Iowa","http://en.wikipedia.org/wiki/Holstein,_Iowa","Holstein",,"Ida","Iowa",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0s_md","http://mpii.de/yago/resource/Holstein,_Iowa",,,,,,,"42.4853279, -95.5417736",,
"Alton, Illinois","Alton, IL, USA",,"http://dbpedia.org/resource/Alton,_Illinois","http://en.wikipedia.org/wiki/Alton,_Illinois","Alton",,"Madison","Illinois",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0sc6p","http://mpii.de/yago/resource/Alton,_Illinois",,,,,,,"38.8906038, -90.1842764",,
"Altus, OK","Altus, OK 73521, USA",,"http://dbpedia.org/resource/Altus,_Oklahoma","http://en.wikipedia.org/wiki/Altus,_Oklahoma","Altus",,"Jackson","Oklahoma",,"United States",,,,,,"http://rdf.freebase.com/ns/m/0z6jc","http://mpii.de/yago/resource/Altus,_Oklahoma",,,,,,,"34.637765, -99.3340442",,
"Alvanley, Cheshire, , England","Alvanley, Cheshire West and Chester WA6, UK",,,,"Alvanley",,"Cheshire West and Chester","England",,"United Kingdom",,,,,,,,,,,,,,"53.261712, -2.755952",,
"Alwanly, Cheshire, , England","Alvanley, Cheshire West and Chester WA6, UK",,,,"Alvanley",,"Cheshire West and Chester","England",,"United Kingdom",,,,,,,,,,,,,,"53.261712, -2.755952",,
"Amalienborg","Amalienborg Palace, 1257 Copenhagen, Denmark",,"http://dbpedia.org/resource/Copenhagen","http://en.wikipedia.org/wiki/Copenhagen","Copenhagen",,"København","Capital Region of Denmark",,"Denmark",,,,,,"http://rdf.freebase.com/ns/m/01lfy","http://mpii.de/yago/resource/Copenhagen","http://sws.geonames.org/2618425/",,,,,,"55.6838828, 12.59315",,
"Amalienborg,Denmark","Amalienborg Palace, 1257 Copenhagen, Denmark",,"http://dbpedia.org/resource/Copenhagen","http://en.wikipedia.org/wiki/Copenhagen","Copenhagen",,"København","Capital Region of Denmark",,"Denmark",,,,,,"http://rdf.freebase.com/ns/m/01lfy","http://mpii.de/yago/resource/Copenhagen","http://sws.geonames.org/2618425/",,,,,,"55.6838828, 12.59315",,
"Amboise","Amboise, France",,"http://dbpedia.org/resource/Amboise","http://en.wikipedia.org/wiki/Amboise","Amboise",,"Indre-et-Loire","Centre",,"France",,,,,,"http://rdf.freebase.com/ns/m/01jvvc","http://mpii.de/yago/resource/Amboise","http://sws.geonames.org/3037902/",,,,,,"47.413326, 0.984407",,
"Amelia, Virginia, United States","Amelia, VA, USA",,,,,,"Amelia","Virginia",,"United States",,,,,,,,,,,,,,"37.3212714, -77.973865",,
"Amelia, Virginia, USA","Amelia, VA, USA",,,,,,"Amelia","Virginia",,"United States",,,,,,,,,,,,,,"37.3212714, -77.973865",,
"Amesbury","Amesbury, MA, USA",,"http://dbpedia.org/resource/Amesbury,_Massachusetts","http://en.wikipedia.org/wiki/Amesbury,_Massachusetts","Amesbury",,"Essex","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m7m3","http://mpii.de/yago/resource/Amesbury,_Massachusetts",,,,,,,"42.8583925, -70.9300376",,
"Amesbury, Essex Co,  Mass.","Amesbury, MA, USA",,"http://dbpedia.org/resource/Amesbury,_Massachusetts","http://en.wikipedia.org/wiki/Amesbury,_Massachusetts","Amesbury",,"Essex","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m7m3","http://mpii.de/yago/resource/Amesbury,_Massachusetts",,,,,,,"42.8583925, -70.9300376",,
"Amesbury, Essex Co., Mass.","Amesbury, MA, USA",,"http://dbpedia.org/resource/Amesbury,_Massachusetts","http://en.wikipedia.org/wiki/Amesbury,_Massachusetts","Amesbury",,"Essex","Massachusetts",,"United States",,,,,,"http://rdf.freebase.com/ns/m/01m7m3","http://mpii.de/yago/resource/Amesbury,_Massachusetts",,,,,,,"42.8583925, -70.9300376",,
"Amesbury,Wiltshire","Amesbury, Wiltshire SP4, UK",,"http://dbpedia.org/resource/Amesbury","http://en.wikipedia.org/wiki/Amesbury","Amesbury",,"Wiltshire","England",,"United Kingdom",,,,,,"http://rdf.freebase.com/ns/m/0127cn","http://mpii.de/yago/resource/Amesbury","http://sws.geonames.org/2657355/","http://linkedgeodata.org/triplify/node/21496954#id",,,,,"51.174957, -1.779109",,
"Amherst, Amherst, Virginia, United States","Amherst, VA 24521, USA",,"http://dbpedia.org/resource/Amherst,_Virginia","http://en.wikipedia.org/wiki/Amherst,_Virginia","Amherst",,"Amherst","Virginia",,"United States",,,,,,"http://rdf.freebase.com/ns/m/010l94","http://mpii.de/yago/resource/Amherst,_Virginia",,,,,,,"37.5851412, -79.0514134",,
